Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
glued-loss,,0.7203549345041327,10,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dozen-kick,,0.7215134229186477,10,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burly-yobs,,0.7198809167374713,10,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crude-gobs,,0.7198078447709042,10,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
yarer-juba,,0.7175204757481175,10,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mazed-reef,,0.7214716810468129,10,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mousy-arks,,0.7222511207171661,10,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tasty-lira,,0.723545238625945,10,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sheen-aits,,0.717343125458209,10,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
slier-alga,,0.718692305852251,10,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vocal-dent,,0.725410230980674,10,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beamy-rams,,0.7210527671926487,10,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
larky-dart,,0.7214384429663677,10,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pavid-flus,,0.7217026126922468,10,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dedal-saga,,0.7178526181068531,10,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flush-chow,,0.7353832737482147,10,1000,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mangy-woes,,0.7376194783289678,10,500,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
awing-leas,,0.7368132044529488,10,200,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
still-fool,,0.7320169846379299,10,100,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
focal-rain,,0.7349243487196881,10,50,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vocal-snub,,0.7433303409996179,10,1000,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
winey-mesh,,0.7385818409955434,10,500,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
batty-rain,,0.7411337074871316,10,200,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
risen-kids,,0.7362484764507762,10,100,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
loral-kegs,,0.7435100135843647,10,50,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
based-quiz,,0.7390942400756736,10,1000,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
newsy-bras,,0.7431960864496,10,500,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
first-kale,,0.74303390805925,10,200,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
trial-shoe,,0.7393153909618407,10,100,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
truer-code,,0.7342508985206548,10,50,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
banal-chic,,0.7419382419692887,10,1000,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
podgy-brio,,0.7402305171561366,10,500,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bifid-sham,,0.7389066943923149,10,200,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gouty-luke,,0.7407871999102543,10,100,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sneak-skip,,0.7343001494242936,10,50,10,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
barer-umbo,,0.743078120776868,10,1000,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sooty-kail,,0.7390607738948418,10,500,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leggy-abbs,,0.7408164118036243,10,200,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fusil-prof,,0.7378255959398701,10,100,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
local-flip,,0.7456669591667208,10,50,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
worst-worm,,0.7544614633849587,10,1000,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
buxom-muss,,0.7540354196075167,10,500,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wally-furl,,0.7533953386354687,10,200,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fishy-hogs,,0.7499239272764398,10,100,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bosky-dunt,,0.7525502779246178,10,50,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lippy-hips,,0.7525213416346094,10,1000,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tinct-rift,,0.7512093780372974,10,500,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burry-peri,,0.75324436007979,10,200,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vying-dirk,,0.756875027180836,10,100,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sudsy-math,,0.7458274507521254,10,50,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rarer-cuds,,0.7523366668758238,10,1000,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sixty-yips,,0.7534980548199677,10,500,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
piano-farl,,0.7513342341280436,10,200,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agley-fare,,0.7550300544525671,10,100,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fried-jest,,0.7550129552617768,10,50,10,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
arced-mats,,0.7462981204002365,10,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
brown-gang,,0.7455471836758397,10,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
handy-daks,,0.7453751435146285,10,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
melic-plot,,0.7491671232744304,10,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
straw-male,,0.7439808822045231,10,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moral-impi,,0.763678270777351,10,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wised-farm,,0.76278909135206,10,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
iodic-tugs,,0.7634667591225816,10,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sober-help,,0.7539876777942257,10,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gimpy-hems,,0.7594525405173438,10,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
basal-love,,0.7657149976730842,10,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snaky-toke,,0.7663384445853826,10,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unfed-poss,,0.7652057760274424,10,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
losel-tils,,0.7620352140477916,10,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
uncut-suit,,0.7537621834739856,10,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
astir-wise,,0.7687262388045355,10,1000,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gushy-matt,,0.7673345413399918,10,500,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
paler-wino,,0.7604680004300967,10,200,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
winey-muss,,0.7652248955578427,10,100,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
yolky-peri,,0.7613742508957418,10,50,10,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
valid-outs,,0.7094891981697294,10,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stoic-vent,,0.7095056341918665,10,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
brown-mash,,0.7079396035540026,10,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
brown-jean,,0.7086460563644816,10,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oaken-wins,,0.7069608085336581,10,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chary-coed,,0.7093950470127593,10,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
level-amyl,,0.7096831529727872,10,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chill-term,,0.7079725009462026,10,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
loony-rain,,0.7069389328619602,10,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lathy-yard,,0.7056732505627679,10,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blowy-pice,,0.7131149051663996,10,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muggy-teat,,0.7095107086689414,10,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tabby-zack,,0.7082888949904819,10,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moved-coal,,0.7038393563614439,10,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
amber-send,,0.701117559250785,10,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lento-pony,,0.7079082277297903,10,1000,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
frore-palp,,0.7060131446378036,10,500,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
platy-body,,0.7071382858217965,10,200,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stone-sima,,0.7117297024285106,10,100,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
solar-envy,,0.7044613505541537,10,50,5,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
holey-dita,,0.7133189115054653,10,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
natal-razz,,0.7127807440603506,10,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
enemy-sacs,,0.7106956444589908,10,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unwed-lieu,,0.7100273026292759,10,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ashen-huck,,0.710065400435022,10,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
faced-pech,,0.7158238091732206,10,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
varus-mean,,0.7131824287688385,10,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unapt-sums,,0.7118326768784786,10,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
holey-meed,,0.7098214602979188,10,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blown-term,,0.7143015790311901,10,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dirty-flus,,0.7113723407876363,10,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
surly-cats,,0.7109754385878706,10,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moire-cony,,0.7135860420808398,10,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gouty-love,,0.7063999899499731,10,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
azure-alga,,0.7129525812776931,10,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fewer-robe,,0.7144004050539416,10,1000,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burly-drum,,0.7154243931118469,10,500,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tarry-leks,,0.7152199020104946,10,200,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bosom-tyke,,0.7143916992489471,10,100,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dried-dunt,,0.7045091390894908,10,50,5,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
valid-chow,,0.7145185816999289,10,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
soapy-male,,0.7127322865388962,10,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
angry-coho,,0.7141998676385808,10,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ready-repp,,0.7138639784482308,10,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
xeric-jinn,,0.7124289173271466,10,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silky-tirl,,0.7183297255141633,10,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
jetty-poss,,0.7185821791495915,10,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tough-aura,,0.7125109249136743,10,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rowdy-yews,,0.7112689395630898,10,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
briny-bomb,,0.7097765206832118,10,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sorer-says,,0.7156909174848741,10,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unlet-arks,,0.715795515080161,10,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burry-kibe,,0.7160141968506173,10,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
perdu-sins,,0.7147801444925943,10,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
right-wens,,0.7160631481216608,10,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dowie-darg,,0.7159950702030805,10,1000,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waxen-flea,,0.7150042236573413,10,500,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
furry-yews,,0.7182180238436697,10,200,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ceric-ruin,,0.7149747505108024,10,100,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bared-tams,,0.7083460412517878,10,50,5,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tough-fish,,0.7127833892187004,10,1000,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
about-cwms,,0.7119506574764229,10,500,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
filmy-bout,,0.7114148700923004,10,200,5,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
