Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,model.class_weight,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
godly-gore,Failed,0.7988791036255554,10,100,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
risen-sins,Failed,0.7988791036255554,10,1000,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
keyed-bawl,Failed,0.7988791036255554,10,500,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
elfin-afro,Failed,0.7988791036255554,10,100,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
perdu-flit,Failed,0.7988791036255554,10,200,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prest-jest,Failed,0.7988791036255554,10,50,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
canny-mean,Failed,0.7988791036255554,10,1000,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tipsy-bunk,Failed,0.7988791036255554,10,500,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
owing-purl,Failed,0.7988791036255554,10,200,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
uveal-caps,Failed,0.7988791036255554,10,100,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
warty-snob,Failed,0.7988791036255554,10,50,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
duple-sand,Failed,0.7988791036255554,10,1000,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
proxy-waft,Failed,0.7988791036255554,10,200,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ebony-grub,Failed,0.7988791036255554,10,500,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lower-aril,Failed,0.7988791036255554,10,100,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
perdu-cull,Failed,0.7988791036255554,10,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tasty-ankh,Failed,0.7988791036255554,10,50,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pucka-jass,Failed,0.7988791036255554,10,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shoal-flap,Failed,0.7988791036255554,10,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dread-eyry,Failed,0.7988791036255554,10,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ruled-yell,Failed,0.7988791036255554,10,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
balmy-grub,Failed,0.7988791036255554,10,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blear-hate,Failed,0.7988791036255554,10,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
inner-main,Failed,0.7988791036255554,10,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rocky-seal,Failed,0.7988791036255554,10,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
felon-shoe,Failed,0.7988791036255554,10,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unbid-mope,Failed,0.7988791036255554,10,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
huger-snib,Failed,0.7988791036255554,10,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
splay-tuts,Failed,0.7988791036255554,10,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
piled-sins,Failed,0.7988791036255554,10,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
proof-stew,Failed,0.7988791036255554,10,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
adept-toby,Failed,0.7988791036255554,10,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
third-odor,Failed,0.7988791036255554,10,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiky-sere,Failed,0.7988791036255554,10,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
local-cool,Failed,0.7988791036255554,10,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ratty-peri,Failed,0.7988791036255554,10,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sappy-agio,Failed,0.7988791036255554,10,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
scald-coos,Failed,0.7988791036255554,10,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nervy-tomb,Failed,0.7988791036255554,10,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
curly-kibe,Failed,0.7988791036255554,10,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sudsy-chum,Failed,0.7988791036255554,10,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rooky-teds,Failed,0.7988791036255554,10,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
telic-nard,Failed,0.7988791036255554,10,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waxen-debt,Failed,0.7988791036255554,10,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
perky-bice,Failed,0.7988791036255554,10,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fleet-saut,Failed,0.7988791036255554,10,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
slier-delf,Failed,0.7988791036255554,10,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waspy-coal,Failed,0.7988791036255554,10,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gamer-data,Failed,0.7988791036255554,10,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pricy-bate,Failed,0.7988791036255554,10,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
smart-molt,Failed,0.7988791036255554,10,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muggy-dart,Failed,0.7988791036255554,10,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
utile-milo,Failed,0.7988791036255554,10,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stray-cere,Failed,0.7988791036255554,10,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
kempt-lulu,Failed,0.7988791036255554,10,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
scaly-sous,Failed,0.7988791036255554,10,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shore-roup,Failed,0.7988791036255554,10,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bardy-maid,Failed,0.7988791036255554,10,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dingy-brig,Failed,0.7988791036255554,10,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tasty-vina,Failed,0.7988791036255554,10,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waste-gray,Failed,0.7988791036255554,10,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blear-nibs,Failed,0.7988791036255554,10,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oiled-weys,Failed,0.7988791036255554,10,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dummy-cull,Failed,0.7988791036255554,10,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
weeny-loge,Failed,0.7988791036255554,10,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dicey-bias,Failed,0.7988791036255554,10,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
saved-banc,Failed,0.7988791036255554,10,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
compo-door,Failed,0.7988791036255554,10,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lento-pecs,Failed,0.7988791036255554,10,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zesty-junk,Failed,0.7988791036255554,10,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acerb-thaw,Failed,0.7988791036255554,10,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
curst-clip,Failed,0.7988791036255554,10,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tatty-snob,Failed,0.7988791036255554,10,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
iliac-glee,Failed,0.7988791036255554,10,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pawky-weys,Failed,0.7988791036255554,10,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ready-jube,Failed,0.7988791036255554,10,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
comic-noma,Failed,0.7988791036255554,10,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
enate-firm,Failed,0.7988791036255554,10,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
soppy-over,Failed,0.7988791036255554,10,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hadal-jean,Failed,0.7988791036255554,10,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
super-sups,Failed,0.7988791036255554,10,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hilly-weir,Failed,0.7988791036255554,10,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bosky-hobo,Failed,0.7988791036255554,10,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
humid-reef,Failed,0.7988791036255554,10,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unmet-dean,Failed,0.7988791036255554,10,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cushy-eric,Failed,0.7988791036255554,10,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tenty-coth,Failed,0.7988791036255554,10,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ahull-abac,Failed,0.7988791036255554,10,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
straw-lush,Failed,0.7988791036255554,10,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
awful-yoni,Failed,0.7988791036255554,10,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blear-ions,Failed,0.7988791036255554,10,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vital-aqua,Failed,0.7988791036255554,10,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vatic-judo,Failed,0.7988791036255554,10,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
naked-loge,Failed,0.7988791036255554,10,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
arced-mate,Failed,0.7988791036255554,10,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
typed-sick,Failed,0.7988791036255554,10,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fizzy-luce,Failed,0.7988791036255554,10,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hardy-kick,Failed,0.7988791036255554,10,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ghast-cedi,Failed,0.7988791036255554,10,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
xeric-peel,Failed,0.7988791036255554,10,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waste-byes,Failed,0.7988791036255554,10,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ahead-ages,Failed,0.7988791036255554,10,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
edged-long,Failed,0.7988791036255554,10,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leady-curb,Failed,0.7988791036255554,10,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
girly-ryas,Failed,0.7988791036255554,10,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tinct-toga,Failed,0.7988791036255554,10,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aglow-rubs,Failed,0.7988791036255554,10,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zippy-kine,Failed,0.7988791036255554,10,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crack-mesh,Failed,0.7988791036255554,10,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
veiny-duff,Failed,0.7988791036255554,10,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wrath-goos,Failed,0.7988791036255554,10,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crude-holy,Failed,0.7988791036255554,10,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dying-dabs,Failed,0.7988791036255554,10,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
liney-zack,Failed,0.7988791036255554,10,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oleic-quiz,Failed,0.7988791036255554,10,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prone-tort,Failed,0.7988791036255554,10,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tawie-agio,Failed,0.7988791036255554,10,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
areal-hope,Failed,0.7988791036255554,10,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agaze-paps,Failed,0.7988791036255554,10,200,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
idled-yank,Failed,0.7988791036255554,10,100,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiky-bold,Failed,0.7988791036255554,10,50,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cagey-nowt,Failed,0.7988791036255554,10,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swell-dees,Failed,0.7988791036255554,10,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
local-quiz,Failed,0.7988791036255554,10,100,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fuggy-worm,Failed,0.7988791036255554,10,200,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
final-snip,Failed,0.7988791036255554,10,50,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
frail-bise,Failed,0.7988791036255554,10,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
jazzy-alto,Failed,0.7988791036255554,10,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
